numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4
07149;2,01905E+13;101970;-20;8;310;1.500000;286.950000;285.650000;92;25000;2;0;0;40;3;1250;35;20;10;100890;mq;mq;190;mq;mq;mq;mq;mq;mq;mq;2.400000;2.400000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;3;6;1070;mq;mq;mq;mq;mq;mq;mq;mq;mq
07168;2,01905E+13;101960;-30;8;320;1.400000;282.850000;282.350000;97;15100;0;mq;mq;mq;0;mq;mq;mq;mq;100530;mq;mq;260;mq;mq;mq;mq;284.850000;mq;mq;1.700000;2.200000;-10;0;mq;mq;mq;0.000000;0.000000;0.600000;0.800000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07181;2,01905E+13;101920;-20;8;300;1.900000;282.150000;279.750000;85;60000;0;mq;mq;mq;0;mq;mq;mq;mq;97810;mq;mq;290;mq;mq;mq;mq;274.950000;mq;mq;2.800000;2.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07190;2,01905E+13;101760;10;0;250;2.900000;287.050000;281.450000;69;60000;0;mq;mq;mq;0;mq;mq;mq;mq;99960;mq;mq;320;mq;mq;mq;mq;285.650000;mq;mq;4.300000;4.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07207;2,01905E+13;102240;-40;8;290;4.900000;287.550000;285.250000;86;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101720;mq;mq;40;mq;mq;mq;mq;mq;mq;mq;10.200000;10.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07222;2,01905E+13;102170;-30;8;270;1.400000;284.750000;284.150000;96;2680;10;mq;mq;75;6;150;mq;mq;mq;101850;mq;mq;100;mq;mq;mq;mq;281.650000;mq;mq;2.600000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;6;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq
07240;2,01905E+13;102060;0;0;330;2.300000;287.850000;283.850000;77;41680;0;mq;mq;90;7;1750;mq;mq;mq;100720;mq;mq;190;mq;mq;mq;mq;287.350000;mq;mq;4.000000;4.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;1980;mq;mq;mq;mq;mq;mq;mq;mq;mq
07255;2,01905E+13;102010;10;0;310;1.800000;287.550000;285.250000;86;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100030;mq;mq;240;mq;mq;mq;mq;288.850000;mq;mq;3.300000;3.500000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07280;2,01905E+13;101900;-20;8;340;1.300000;284.950000;281.950000;82;59990;0;mq;mq;mq;5;3120;mq;mq;mq;99180;mq;mq;320;mq;mq;mq;mq;286.450000;mq;mq;1.900000;3.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;3120;5;mq;4260;mq;mq;mq;mq;mq;mq
07299;2,01905E+13;101810;-10;8;110;1.400000;284.450000;283.950000;97;8530;0;mq;mq;mq;2;1750;mq;mq;mq;98550;mq;mq;310;mq;mq;mq;mq;285.250000;mq;mq;2.600000;3.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.600000;0.800000;mq;mq;mq;mq;1;mq;1560;mq;mq;mq;mq;mq;mq;mq;mq;mq
07314;2,01905E+13;102240;-60;8;310;5.800000;287.850000;286.350000;91;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;101960;mq;mq;200;mq;mq;mq;mq;mq;mq;mq;8.700000;8.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07335;2,01905E+13;102100;-20;8;310;2.800000;285.950000;283.850000;87;32020;0;mq;mq;mq;0;mq;mq;mq;mq;100660;mq;mq;180;mq;mq;mq;mq;286.350000;mq;mq;4.400000;4.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07434;2,01905E+13;102090;-40;8;270;0.900000;285.050000;283.950000;93;11910;0;mq;mq;90;7;2820;mq;mq;mq;97320;mq;mq;230;mq;mq;mq;mq;286.950000;mq;mq;3.100000;5.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;mq;2820;mq;mq;mq;mq;mq;mq;mq;mq;mq
07460;2,01905E+13;101900;-10;8;320;2.300000;288.650000;282.550000;67;54660;0;mq;mq;100;4;1250;mq;mq;mq;98080;mq;mq;220;mq;mq;mq;mq;287.950000;mq;mq;4.400000;6.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;4.700000;mq;mq;mq;mq;1;mq;1200;4;mq;1380;8;mq;1980;mq;8;mq
07471;2,01905E+13;mq;-40;8;320;3.400000;284.750000;281.550000;81;20000;0;mq;mq;100;3;1250;mq;mq;mq;92300;mq;815;190;mq;mq;mq;mq;284.850000;mq;mq;5.000000;5.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;4.400000;mq;mq;mq;mq;mq;3;mq;1410;7;mq;1980;8;mq;3000;mq;mq;mq
07481;2,01905E+13;101730;10;0;340;4.900000;289.150000;283.450000;69;40000;3;2;2;90;5;1750;35;27;mq;98910;mq;mq;290;mq;mq;mq;mq;mq;mq;mq;6.900000;7.200000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;6;1600;5;6;2000;7;3;2700;mq;mq;mq
07510;2,01905E+13;102300;-50;8;250;1.800000;285.350000;283.750000;90;1120;10;mq;mq;mq;0;mq;mq;mq;mq;101720;mq;mq;340;mq;mq;mq;mq;284.750000;mq;mq;2.200000;2.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07535;2,01905E+13;102110;-40;8;300;2.200000;286.550000;284.250000;86;20000;0;mq;mq;100;8;450;mq;mq;mq;99010;mq;mq;260;mq;mq;mq;mq;289.950000;mq;mq;4.100000;5.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;360;mq;mq;mq;mq;mq;mq;mq;mq;mq
07558;2,01905E+13;101870;-40;6;300;5.400000;284.550000;283.750000;95;15860;0;mq;mq;mq;mq;mq;mq;mq;mq;93620;mq;mq;240;mq;mq;mq;mq;284.750000;mq;mq;9.000000;13.900000;-10;mq;0.000000;mq;mq;1.200000;2.000000;2.000000;2.400000;2.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07577;2,01905E+13;101570;-30;8;40;2.900000;289.650000;283.750000;68;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100690;mq;mq;210;mq;mq;mq;mq;288.850000;mq;mq;5.500000;6.100000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07591;2,01905E+13;mq;-100;8;10;1.000000;281.950000;281.650000;98;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91510;mq;785;40;mq;mq;mq;mq;279.850000;mq;mq;1.700000;2.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;4.800000;4.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07607;2,01905E+13;102350;-50;8;270;2.100000;287.050000;284.550000;85;28280;0;mq;mq;100;8;800;mq;mq;mq;101640;mq;mq;310;mq;mq;mq;mq;288.450000;mq;mq;3.100000;3.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;780;6;mq;960;8;mq;1410;mq;mq;mq
07621;2,01905E+13;102400;-40;8;240;2.400000;284.450000;283.050000;91;29200;0;mq;mq;100;8;450;mq;mq;mq;98060;mq;mq;290;mq;mq;mq;mq;286.950000;mq;mq;3.900000;4.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.400000;1.000000;6.300000;mq;mq;mq;mq;8;mq;450;mq;mq;mq;mq;mq;mq;mq;mq;mq
07627;2,01905E+13;102350;0;0;300;4.300000;284.250000;283.150000;93;5710;61;mq;mq;100;8;250;mq;mq;mq;97420;mq;mq;350;mq;mq;mq;mq;287.450000;mq;mq;6.400000;9.000000;-10;2;0.000000;mq;mq;0.800000;2.000000;2.000000;2.000000;9.800000;mq;mq;mq;mq;1;mq;240;4;mq;480;5;mq;690;mq;mq;mq
07630;2,01905E+13;102200;-20;8;280;6.600000;286.150000;282.550000;79;42740;0;mq;mq;90;5;1250;mq;mq;mq;100400;mq;mq;320;mq;mq;mq;mq;284.750000;mq;mq;10.500000;10.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;5.000000;mq;mq;mq;mq;5;mq;1440;7;mq;2880;mq;mq;mq;mq;mq;mq
07643;2,01905E+13;101570;-20;8;310;6.200000;292.450000;284.250000;59;60000;0;mq;mq;mq;1;4080;mq;mq;mq;101480;mq;mq;200;mq;mq;mq;mq;289.350000;mq;mq;8.600000;8.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.800000;0.800000;mq;mq;mq;mq;1;mq;4080;mq;mq;mq;mq;mq;mq;mq;mq;mq
07650;2,01905E+13;101370;-120;8;340;2.700000;290.350000;286.450000;78;14860;0;mq;mq;mq;0;mq;mq;mq;mq;100990;mq;mq;30;mq;mq;mq;mq;285.850000;mq;mq;3.800000;3.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07661;2,01905E+13;101370;-120;8;350;3.200000;288.450000;287.450000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99740;mq;mq;-20;mq;mq;mq;mq;mq;mq;mq;3.600000;5.100000;-10;mq;mq;mq;mq;0.200000;0.200000;0.600000;0.600000;0.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07690;2,01905E+13;101360;-110;8;320;3.000000;289.650000;285.450000;76;20000;3;1;1;60;3;1750;35;23;10;101050;mq;mq;0;mq;mq;mq;mq;291.350000;mq;mq;3.800000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;6;1500;3;3;4500;mq;mq;mq;mq;mq;mq
07747;2,01905E+13;101800;-60;8;310;7.300000;290.650000;283.550000;63;60000;0;mq;mq;90;7;2760;mq;mq;mq;101280;mq;mq;310;mq;mq;mq;mq;289.650000;mq;mq;15.000000;16.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;7;mq;2760;7;mq;3840;mq;mq;mq;mq;mq;mq
07761;2,01905E+13;101300;-90;8;100;1.300000;288.850000;284.850000;77;23750;0;mq;mq;100;1;250;mq;mq;mq;101190;mq;mq;-80;mq;mq;mq;mq;288.950000;mq;mq;1.800000;1.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;240;8;mq;4320;mq;mq;mq;mq;mq;mq
07790;2,01905E+13;101290;-130;8;50;1.300000;287.550000;286.550000;94;7310;0;mq;mq;100;8;5160;mq;mq;mq;101150;mq;mq;-110;mq;mq;mq;mq;288.750000;mq;mq;2.600000;2.600000;-10;mq;0.000000;mq;mq;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;2;mq;5160;7;mq;5880;8;mq;7080;mq;mq;mq
61968;2,01905E+13;101300;mq;mq;0;0.000000;296.050000;295.350000;96;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101250;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
61972;2,01905E+13;101800;mq;mq;150;9.000000;296.950000;292.250000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101730;mq;mq;-150;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
61976;2,01905E+13;101380;mq;mq;150;3.300000;298.950000;295.050000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101290;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
61980;2,01905E+13;101570;-100;6;160;1.000000;295.050000;291.850000;82;60000;0;mq;mq;100;8;800;mq;mq;mq;101420;mq;mq;40;mq;mq;mq;mq;mq;mq;mq;1.300000;3.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;870;8;mq;1110;mq;mq;mq;mq;mq;mq
61996;2,01905E+13;101040;mq;mq;280;2.200000;285.650000;283.550000;87;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100690;mq;mq;-230;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
61997;2,01905E+13;101220;90;3;210;15.200000;273.350000;269.750000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99400;mq;mq;720;mq;272.350000;mq;276.550000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
61998;2,01905E+13;99510;-460;6;100;8.700000;273.550000;271.950000;89;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99140;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.400000;-10;mq;mq;mq;mq;0.200000;mq;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
67005;2,01905E+13;101350;-160;6;190;4.600000;300.450000;297.150000;82;20000;0;mq;mq;mq;1;800;mq;mq;mq;101270;mq;mq;-50;mq;mq;mq;mq;mq;mq;mq;6.900000;6.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;780;5;mq;2220;mq;mq;mq;mq;mq;mq
71805;2,01905E+13;101890;290;3;50;3.200000;279.450000;276.750000;83;60000;3;0;0;10;0;7000;30;20;11;101800;mq;mq;670;mq;mq;mq;mq;280.650000;mq;mq;4.700000;7.000000;-10;0;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;0;7000;mq;mq;mq;mq;mq;mq;mq;mq;mq
78890;2,01905E+13;101440;mq;mq;120;3.400000;299.350000;296.050000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
78894;2,01905E+13;101490;mq;mq;70;3.300000;299.550000;295.150000;77;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100980;mq;mq;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
78897;2,01905E+13;101440;100;2;90;0.800000;298.050000;296.250000;90;41870;mq;mq;mq;mq;mq;mq;mq;mq;mq;101350;mq;mq;-40;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;0.400000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
78922;2,01905E+13;101420;130;3;120;5.000000;300.250000;295.250000;74;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100980;mq;mq;-30;mq;298.550000;mq;302.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
78925;2,01905E+13;101400;140;3;100;2.800000;299.350000;295.850000;81;39220;0;mq;mq;mq;1;800;mq;mq;mq;101310;mq;mq;-40;304.850000;mq;304.850000;mq;mq;mq;mq;4.200000;4.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;3.000000;mq;mq;mq;mq;1;mq;840;mq;mq;mq;mq;mq;mq;mq;mq;mq
81401;2,01905E+13;101180;190;1;50;0.900000;298.550000;297.350000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101120;mq;mq;-120;mq;296.750000;mq;305.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;9.500000;9.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
81405;2,01905E+13;101230;160;3;0;0.000000;298.250000;296.650000;91;31330;0;mq;mq;mq;1;1250;mq;mq;mq;101140;mq;mq;-160;304.450000;mq;304.450000;mq;299.650000;mq;mq;0.000000;2.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;2.000000;mq;mq;mq;mq;1;mq;1050;mq;8;mq;mq;mq;mq;mq;mq;mq
81408;2,01905E+13;101210;190;1;0;0.000000;298.250000;297.750000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101130;mq;mq;-90;mq;295.850000;mq;303.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.600000;10.000000;10.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
81415;2,01905E+13;101260;mq;mq;130;1.300000;298.150000;296.050000;88;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100040;mq;mq;-120;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07005;2,01905E+13;101770;-100;6;250;2.900000;285.950000;284.350000;90;14150;0;mq;mq;mq;mq;mq;mq;mq;mq;100900;mq;mq;-20;mq;mq;mq;mq;282.850000;mq;mq;4.000000;4.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07015;2,01905E+13;101670;-130;7;180;1.700000;282.950000;282.050000;94;6900;0;mq;mq;mq;2;250;mq;mq;mq;101100;mq;mq;-40;mq;mq;mq;mq;283.350000;mq;mq;2.300000;2.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq
07020;2,01905E+13;101860;-90;7;270;4.900000;286.350000;285.050000;92;10000;1;2;mq;90;7;1250;38;mq;mq;101750;mq;mq;-100;mq;mq;mq;mq;mq;mq;mq;6.600000;7.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;7;6;1000;mq;mq;mq;mq;mq;mq;mq;mq;mq
07027;2,01905E+13;101940;-110;6;260;3.800000;285.550000;284.750000;95;14870;0;mq;mq;100;8;150;mq;mq;mq;101130;mq;mq;0;mq;mq;mq;mq;283.650000;mq;mq;6.000000;7.500000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq
07037;2,01905E+13;101890;-90;7;260;3.300000;284.750000;284.250000;97;5900;0;mq;mq;100;8;150;mq;mq;mq;100060;mq;mq;20;mq;mq;mq;mq;286.150000;mq;mq;5.100000;mq;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;150;mq;mq;mq;mq;mq;mq;mq;mq;mq
07072;2,01905E+13;101860;-80;8;240;0.600000;279.150000;278.750000;97;310;44;mq;mq;mq;0;mq;mq;mq;mq;100690;mq;mq;110;mq;mq;mq;mq;282.050000;mq;mq;0.800000;1.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.400000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07110;2,01905E+13;102130;-100;6;260;2.500000;285.350000;284.750000;96;3750;10;mq;mq;100;8;250;mq;mq;mq;100950;mq;mq;-90;mq;mq;mq;mq;286.950000;mq;mq;4.100000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;210;8;mq;600;mq;mq;mq;mq;mq;mq
07117;2,01905E+13;102020;-130;8;250;4.000000;285.750000;285.450000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101320;mq;mq;-130;mq;mq;mq;mq;mq;mq;mq;6.200000;8.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq
07130;2,01905E+13;102070;-90;7;190;1.600000;285.350000;285.050000;98;11930;0;mq;mq;100;8;450;mq;mq;mq;101620;mq;mq;10;mq;mq;mq;mq;284.350000;mq;mq;2.100000;2.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;6;mq;360;8;mq;930;mq;mq;mq;mq;mq;mq
